"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"GZMH",2.88923774503517e-64,2.11666209750375,0.37,0.083,9.68992554929896e-60,"1","GZMH"
"METRNL.1",6.60678588872381e-62,1.20375948302966,0.61,0.222,2.21578385136019e-57,"1","METRNL"
"LINC01871",7.31202757382234e-61,2.19093996084691,0.396,0.104,2.45230780770854e-56,"1","LINC01871"
"SH2D1A",1.12837512360831e-55,2.27883681576936,0.339,0.081,3.78434448955754e-51,"1","SH2D1A"
"RNF19A.1",4.05205638027067e-54,1.1449957414536,0.703,0.327,1.35897866881518e-49,"1","RNF19A"
"CNOT6L.1",1.41225620607034e-52,1.05870650361113,0.749,0.375,4.73642486391872e-48,"1","CNOT6L"
"CD48",5.01487407095427e-52,1.07805036626724,0.764,0.377,1.68188846591664e-47,"1","CD48"
"CBLB",4.91360860758657e-51,1.41319089401822,0.521,0.197,1.64792605481238e-46,"1","CBLB"
"CDC42SE2",2.59074532293878e-49,1.12924969345171,0.673,0.317,8.68884166407208e-45,"1","CDC42SE2"
"CRYBG1.1",1.21518144269138e-48,1.03034125570403,0.616,0.26,4.07547552249836e-44,"1","CRYBG1"
"SAMD3",3.39896311792365e-48,2.034574296265,0.297,0.069,1.13994425048923e-43,"1","SAMD3"
"LCK.1",3.70274399270812e-48,1.56675210132423,0.434,0.148,1.24182628027445e-43,"1","LCK"
"TIGIT",9.09268214919784e-48,2.00285679290837,0.281,0.062,3.04950373919797e-43,"1","TIGIT"
"AKNA",4.38664019727319e-47,1.16965599559139,0.622,0.284,1.47119138936148e-42,"1","AKNA"
"MATK",2.01924807703593e-45,1.47766735795438,0.364,0.105,6.7721542007631e-41,"1","MATK"
"NR4A2",6.80618709053117e-45,1.03547213335282,0.651,0.316,2.28265902642234e-40,"1","NR4A2"
"TRBC1.1",8.22291273923129e-44,1.44677143130037,0.481,0.187,2.75780047448339e-39,"1","TRBC1"
"CLEC2D.1",5.5469273420616e-43,1.0880748932942,0.564,0.243,1.86032849198062e-38,"1","CLEC2D"
"GPR171.1",7.97437574651598e-43,1.27006399739139,0.382,0.121,2.67444613786653e-38,"1","GPR171"
"PTPN22.1",2.83305559974711e-42,1.28554343875079,0.469,0.18,9.50150187043187e-38,"1","PTPN22"
"PARP8.1",4.27257398133891e-41,1.25244379804377,0.507,0.211,1.43293586186144e-36,"1","PARP8"
"GABARAPL1",2.71526627735201e-40,1.11800518985752,0.519,0.217,9.10646004098316e-36,"1","GABARAPL1"
"CD27",1.22469116638599e-39,2.05754295918849,0.255,0.062,4.10736923382533e-35,"1","CD27"
"CST3.1",2.38267696703785e-39,-4.73333765430858,0.107,0.392,7.99102201205153e-35,"1","CST3"
"TC2N",5.5653717101444e-39,1.67312218246813,0.317,0.094,1.86651436414823e-34,"1","TC2N"
"LYST",5.65066273719175e-39,1.4284931641335,0.446,0.182,1.89511926879937e-34,"1","LYST"
"IFITM3.1",5.67851697563949e-39,-4.91071257955111,0.053,0.334,1.90446102328997e-34,"1","IFITM3"
"RNF125",3.2190216196367e-38,1.03403021321081,0.511,0.213,1.07959547079376e-33,"1","RNF125"
"TERF2IP",5.00060430953373e-38,1.2025222858738,0.57,0.286,1.67710267333142e-33,"1","TERF2IP"
"ZNF831.1",2.463592734239e-37,1.50223990328914,0.297,0.085,8.26239731209075e-33,"1","ZNF831"
"FAM129A.1",4.61314579539119e-37,1.05327261856636,0.442,0.17,1.5471568368583e-32,"1","FAM129A"
"RARRES3",8.56493227217643e-37,1.01844635620264,0.576,0.271,2.87250698544253e-32,"1","RARRES3"
"PIP4K2A",5.62431627175461e-36,1.195001681928,0.475,0.201,1.88628319122106e-31,"1","PIP4K2A"
"IKZF3",9.68196776833735e-36,1.40261386833522,0.384,0.143,3.24713835014498e-31,"1","IKZF3"
"MARCKS.1",3.98631939437962e-35,-6.09582735670245,0.016,0.269,1.33693179848704e-30,"1","MARCKS"
"IPCEF1.1",4.30177923032535e-35,1.4050885645013,0.317,0.102,1.44273071826652e-30,"1","IPCEF1"
"SLC38A1",4.39525347474869e-35,1.08310402649948,0.541,0.251,1.47408011036121e-30,"1","SLC38A1"
"HIST1H4C",1.84170188816431e-34,1.15768731576818,0.481,0.22,6.17669979252547e-30,"1","HIST1H4C"
"IL10RA",2.93359106466914e-34,1.25832779774891,0.41,0.162,9.83867771268737e-30,"1","IL10RA"
"ZNF331",3.53559155293733e-33,1.07651475051534,0.592,0.306,1.18576669502412e-28,"1","ZNF331"
"TENT5C",4.32017279382983e-32,1.10548735662854,0.446,0.196,1.44889955159465e-27,"1","TENT5C"
"SKAP1",4.79526972308565e-32,1.29592082238624,0.41,0.169,1.60823755972847e-27,"1","SKAP1"
"GSN.1",4.93972439981788e-31,-4.60649820014509,0.059,0.3,1.65668476921092e-26,"1","GSN"
"ODC1",6.45716844186213e-31,1.15524274490338,0.45,0.203,2.16560515203172e-26,"1","ODC1"
"CD84",7.45751845706135e-31,1.49152260509792,0.289,0.096,2.50110254012924e-26,"1","CD84"
"CRIP1",1.70552987215279e-30,1.19977521658365,0.434,0.197,5.72000608522603e-26,"1","CRIP1"
"C9orf78",5.48399036951291e-30,1.14106645302319,0.438,0.201,1.83922069012724e-25,"1","C9orf78"
"IGFBP7.1",6.54445035840239e-30,-5.14687902671408,0.085,0.32,2.19487776120099e-25,"1","IGFBP7"
"PYHIN1",4.8017047791609e-29,1.46106013905254,0.301,0.106,1.61039574883498e-24,"1","PYHIN1"
"GATA3",5.11994367485429e-29,1.5018167343859,0.255,0.08,1.71712670967263e-24,"1","GATA3"
"CD96.1",5.5764487864569e-29,1.01808906432367,0.43,0.192,1.87022939400192e-24,"1","CD96"
"ITGA4.1",2.3485631463835e-28,1.06432245458032,0.424,0.186,7.87661108034097e-24,"1","ITGA4"
"AC044849.1",3.02317173023161e-28,1.3805885870382,0.339,0.133,1.01391133488508e-23,"1","AC044849.1"
"PTPN7",3.60386876074767e-28,1.20839400219587,0.392,0.169,1.20866550497955e-23,"1","PTPN7"
"AOAH",1.65073264445952e-27,1.39740040439653,0.263,0.087,5.53622714298832e-23,"1","AOAH"
"CMC1",1.9777213019004e-27,1.74261642592646,0.356,0.156,6.63288170231357e-23,"1","CMC1"
"C12orf75",3.16636877412667e-27,1.43918654498372,0.265,0.09,1.0619367594666e-22,"1","C12orf75"
"CEBPD.1",1.14698859445842e-26,-2.83642657203476,0.16,0.381,3.84677034809464e-22,"1","CEBPD"
"TSPYL2",3.08305017806897e-26,1.05875387385191,0.392,0.175,1.03399336872077e-21,"1","TSPYL2"
"TCF7.1",3.92846727934813e-26,1.29249702954011,0.303,0.114,1.31752935614778e-21,"1","TCF7"
"CCSER2",4.30167558927958e-26,1.02694407563944,0.43,0.203,1.44269595913258e-21,"1","CCSER2"
"HERPUD2",4.89894958922125e-26,1.25978856169675,0.309,0.122,1.64300971323302e-21,"1","HERPUD2"
"ITGAL",8.63974815276192e-26,1.2391734576555,0.299,0.113,2.89759873547329e-21,"1","ITGAL"
"SPARCL1.1",1.19274451643007e-25,-4.98140618009831,0.046,0.25,4.00022655920317e-21,"1","SPARCL1"
"EGR1.1",1.47710052308802e-25,-3.22409136804791,0.15,0.362,4.95389973433261e-21,"1","EGR1"
"SH2D2A",1.55935935756185e-25,1.05987941649639,0.331,0.132,5.22977941339095e-21,"1","SH2D2A"
"SCML4",6.93318145431672e-25,1.37869461192006,0.255,0.089,2.32525039614874e-20,"1","SCML4"
"LGALS3",9.73013871128e-25,-2.98667143471258,0.145,0.35,3.26329392098909e-20,"1","LGALS3"
"IGFBP4.1",1.04921330872399e-24,-4.00319114698725,0.065,0.27,3.51885159479853e-20,"1","IGFBP4"
"ARAP2",4.08983189225751e-24,1.07338404599205,0.362,0.159,1.37164782002532e-19,"1","ARAP2"
"SPARC.1",4.25139097100326e-24,-4.20691843329284,0.063,0.264,1.42583150385507e-19,"1","SPARC"
"PDE3B.1",2.11171502094957e-23,1.024612643357,0.327,0.135,7.08226983726068e-19,"1","PDE3B"
"JMJD6",2.22445640220979e-23,1.07239376803755,0.311,0.125,7.46038188173119e-19,"1","JMJD6"
"APOBEC3G",4.09103863205108e-23,1.32658742863365,0.303,0.124,1.37205253641729e-18,"1","APOBEC3G"
"NSMCE3",4.95696685842928e-23,1.00387994837667,0.416,0.206,1.66246754498001e-18,"1","NSMCE3"
"RAB27A",5.21558034266099e-23,1.03986845645851,0.289,0.112,1.74920133532164e-18,"1","RAB27A"
"BCL11B.1",9.75338687612123e-23,1.0657267856335,0.269,0.101,3.27109089051354e-18,"1","BCL11B"
"AC026979.2",1.82565864090486e-21,1.43801490898807,0.257,0.1,6.12289394986671e-17,"1","AC026979.2"
"FABP4.1",6.48184533969032e-19,-6.57467614500557,0.131,0.303,2.17388129002534e-14,"1","FABP4"
"S1PR4",2.26645460424058e-18,1.21335978922665,0.323,0.157,7.60123545170205e-14,"1","S1PR4"
"LINC00623",2.38607660193012e-18,1.22214721788362,0.279,0.126,8.00242370755323e-14,"1","LINC00623"
"OXNAD1.1",9.17496445219393e-18,1.04484536764336,0.287,0.13,3.0770995779768e-13,"1","OXNAD1"
"IER5L",1.79132425198367e-17,1.27474462062174,0.25,0.108,6.00774327630282e-13,"1","IER5L"
"SOCS3.1",1.994806984099e-17,-2.69535876890146,0.23,0.385,6.69018366327122e-13,"1","SOCS3"
"COL3A1.1",1.08573129285553e-16,-3.97299213102601,0.158,0.32,3.64132560997888e-12,"1","COL3A1"
"COL1A2.1",3.95384529948226e-16,-3.69687531327936,0.174,0.333,1.32604063654036e-11,"1","COL1A2"
"MGP.1",1.79220187621953e-15,-3.88622816679358,0.267,0.406,6.01068665246505e-11,"1","MGP"
"FTL.1",2.20172669660781e-14,-1.66695818057759,0.949,0.91,7.38415099508329e-10,"1","FTL"
"NPC2.1",2.51735675444076e-14,-2.51329614316686,0.119,0.266,8.44271108304342e-10,"1","NPC2"
"CFD.1",7.52913563152902e-14,-4.06982117861259,0.19,0.329,2.5251215081022e-09,"1","CFD"
"TIMP1",2.71118602834156e-13,-2.50526315158291,0.2,0.332,9.09277570185193e-09,"1","TIMP1"
"CD63.1",1.60519393687654e-12,-1.47763664561341,0.556,0.592,5.38349942549654e-08,"1","CD63"
"HLA-DRA.1",1.6941252930008e-12,-3.36881052843565,0.333,0.425,5.68175740766608e-08,"1","HLA-DRA"
"TPM4.1",1.04258610694621e-11,-1.71927701095792,0.216,0.344,3.4966252854762e-07,"1","TPM4"
"COL1A1.1",1.09838326394769e-11,-3.98277385357032,0.164,0.292,3.68375779062778e-07,"1","COL1A1"
"PSAP.1",2.9964295592149e-10,-2.07598699118654,0.236,0.344,1.00494254556949e-05,"1","PSAP"
"NFKBIA",6.12951776116625e-10,-1.24628966574829,0.691,0.693,2.05571766673994e-05,"1","NFKBIA"
"BRI3.1",1.94808135359733e-09,-1.88871576158168,0.186,0.293,6.53347524369474e-05,"1","BRI3"
"IL6ST",3.34247875789404e-09,-1.72649366041736,0.147,0.258,0.00011210005258225,"1","IL6ST"
"SOD2.1",4.26398828019229e-09,-3.30338898567196,0.226,0.331,0.000143005638941089,"1","SOD2"
"GLUL",5.1493057734628e-08,-1.60312020046271,0.194,0.297,0.00172697417030395,"1","GLUL"
"LUM.1",8.95948973632463e-08,-3.02393495169523,0.186,0.276,0.00300483366776855,"1","LUM"
"JUN",1.56841059603625e-07,-1.26277612288902,0.547,0.577,0.00526013545698637,"1","JUN"
"LAPTM4A.1",4.67525549498298e-07,-1.47501657748564,0.271,0.352,0.0156798718790739,"1","LAPTM4A"
"BST2.1",7.08811781920708e-07,-1.45720597444167,0.285,0.367,0.0237721295420567,"1","BST2"
"DCN.1",2.77828960526616e-06,-3.64529891168224,0.277,0.339,0.0931782767814166,"1","DCN"
"ZFAND5",3.73762493764216e-06,-1.19682543049672,0.317,0.385,0.125352465158643,"1","ZFAND5"
"SNX3.1",6.51169256395884e-06,-1.23030498977643,0.277,0.355,0.218389145210052,"1","SNX3"
"NR4A1",9.56090593592676e-06,-1.15502878573913,0.176,0.257,0.320653663279112,"1","NR4A1"
"FKBP1A.1",1.24646286472928e-05,-1.5863761869059,0.257,0.32,0.418038715572905,"1","FKBP1A"
"TUBB.1",1.34669873390276e-05,-1.40422879438279,0.19,0.27,0.451655821376308,"1","TUBB"
"NFKBIZ",1.72525650082459e-05,-1.71658121192008,0.218,0.287,0.578616525246552,"1","NFKBIZ"
"RAC1.1",7.21524095582268e-05,-1.09901236510146,0.329,0.38,1,"1","RAC1"
"IGKC.1",9.75111824478183e-05,-4.35844855226578,0.305,0.346,1,"1","IGKC"
"DSTN.1",0.00018765283524748,-1.60063201792404,0.244,0.292,1,"1","DSTN"
"YWHAE.1",0.000232048235806522,-1.04037475104541,0.228,0.294,1,"1","YWHAE"
"RTN4.1",0.000286946037139766,-1.08505298064923,0.283,0.338,1,"1","RTN4"
"SEPT2",0.000360797407901867,-1.05156821591494,0.202,0.263,1,"1","SEPT2"
"CTSD.1",0.000378611337766437,-1.1092633882074,0.263,0.318,1,"1","CTSD"
"HLA-DPB1.1",0.00195536136822195,-1.11115333622051,0.576,0.392,1,"1","HLA-DPB1"
"RBPJ.1",0.00211544940609047,-1.11381662370818,0.218,0.264,1,"1","RBPJ"
"IFITM2.1",0.00353430535126557,-1.20778876278287,0.457,0.491,1,"1","IFITM2"
"TACC1.1",0.00417264824775139,-1.16940068678464,0.24,0.278,1,"1","TACC1"
"MGST3.1",0.0097019199844592,-1.32662676799524,0.311,0.33,1,"1","MGST3"
"CD79A",0,9.0339692932195,0.907,0.006,0,"2","CD79A"
"MS4A1",0,6.70987227261638,0.883,0.02,0,"2","MS4A1"
"TNFRSF13C",0,6.41725296986504,0.838,0.018,0,"2","TNFRSF13C"
"IGHM",0,3.16700080609158,0.829,0.052,0,"2","IGHM"
"BANK1",0,6.83316563856035,0.715,0.007,0,"2","BANK1"
"IGHD",0,11.2373138588495,0.679,0,0,"2","IGHD"
"LINC00926",0,8.00049516065111,0.601,0.003,0,"2","LINC00926"
"BCL11A",5.33085247183487e-308,7.55404600969948,0.592,0.005,1.78786130200398e-303,"2","BCL11A"
"ADAM28",4.75762519098777e-280,5.80940778317568,0.583,0.011,1.59561233655348e-275,"2","ADAM28"
"HLA-DQA1.1",4.28540561904694e-251,2.95216872101201,0.934,0.139,1.43723933651596e-246,"2","HLA-DQA1"
"ARHGAP24",1.7267744632881e-246,4.49340475833286,0.622,0.029,5.79125619497563e-242,"2","ARHGAP24"
"MARCH1",8.72906199494329e-236,6.19054499692646,0.48,0.007,2.92755281186408e-231,"2","MARCH1"
"BLK",1.72138455111283e-226,7.18130553587344,0.441,0.003,5.77317950752222e-222,"2","BLK"
"HLA-DQB1.1",4.43784382456932e-221,2.8137809918676,0.958,0.203,1.48836406188406e-216,"2","HLA-DQB1"
"LINC02397",1.66179359539676e-212,10.2979420189713,0.393,0,5.57332336024165e-208,"2","LINC02397"
"RALGPS2",8.28776377465311e-206,4.82336698846031,0.526,0.025,2.77955021474316e-201,"2","RALGPS2"
"HLA-DRA.2",3.78973785678353e-202,2.80582282998296,0.997,0.324,1.27100228240806e-197,"2","HLA-DRA"
"TCL1A",1.56854493928574e-200,10.2722639245272,0.372,0,5.26058601737651e-196,"2","TCL1A"
"CD83",9.09279401187202e-200,3.05003124350398,0.808,0.114,3.04954125570164e-195,"2","CD83"
"CD22",1.72822391824401e-199,7.42595736573857,0.384,0.002,5.79611737700677e-195,"2","CD22"
"HLA-DQA2",2.31611281441175e-190,2.78834772715975,0.748,0.099,7.76777915697414e-186,"2","HLA-DQA2"
"HLA-DRB1.1",2.30080906488297e-185,2.41228324195343,0.988,0.315,7.71645344180451e-181,"2","HLA-DRB1"
"CD37",4.79342538803642e-180,2.80683871031518,0.979,0.42,1.60761900663965e-175,"2","CD37"
"AFF3",1.83190294334065e-179,5.51662458192667,0.399,0.01,6.14383609137586e-175,"2","AFF3"
"FCRL1",6.83291269792298e-179,11.6319977468585,0.33,0,2.29162226062941e-174,"2","FCRL1"
"GNG7",6.18472043535868e-175,4.6722452817661,0.396,0.01,2.07423153961059e-170,"2","GNG7"
"LY9",6.22879017974042e-170,4.28041823656311,0.559,0.052,2.08901165048134e-165,"2","LY9"
"CD74.1",9.91828405798173e-170,2.46621204531916,0.997,0.51,3.32639410736591e-165,"2","CD74"
"FCER2",2.40993195477339e-169,7.02686421655217,0.327,0.002,8.082429789919e-165,"2","FCER2"
"HLA-DPB1.2",1.76004655954193e-167,2.23828935072268,0.964,0.351,5.90284415139173e-163,"2","HLA-DPB1"
"VPREB3",1.64832422223281e-166,8.52014984455199,0.318,0.001,5.5281497765244e-162,"2","VPREB3"
"HLA-DMB",3.49096841144344e-166,3.09308773097474,0.562,0.049,1.1708009858299e-161,"2","HLA-DMB"
"HLA-DPA1.1",3.85561198302752e-165,2.02024123932902,0.985,0.365,1.29309514686777e-160,"2","HLA-DPA1"
"HLA-DRB5",1.53681322792505e-164,2.45830069601049,0.679,0.087,5.15416420381505e-160,"2","HLA-DRB5"
"SPIB",7.74140030554075e-161,6.48984628010861,0.312,0.002,2.59631083447226e-156,"2","SPIB"
"FAM129C",3.26020214730164e-158,7.94439014532314,0.303,0.001,1.09340659616203e-153,"2","FAM129C"
"LYN",9.75936239923422e-158,2.77662046889942,0.61,0.068,3.27309496145517e-153,"2","LYN"
"CCR7",1.91850468649011e-154,2.71755293912836,0.646,0.082,6.43428101755054e-150,"2","CCR7"
"CD24",7.57621591438697e-145,4.6828838834213,0.345,0.011,2.5409112933671e-140,"2","CD24"
"IRF8",5.47812724653692e-141,3.29884087503905,0.523,0.055,1.83725431594355e-136,"2","IRF8"
"MEF2C",4.30444812760433e-139,2.34180658450894,0.598,0.074,1.44362581303594e-134,"2","MEF2C"
"FCRLA",2.02339718016616e-137,11.0906471802628,0.255,0,6.78606946284126e-133,"2","FCRLA"
"PAX5",8.89921501887497e-136,11.200042724812,0.252,0,2.98461873303029e-131,"2","PAX5"
"HLA-DOB",2.24430406215346e-135,5.14657198241164,0.294,0.005,7.52694696365028e-131,"2","HLA-DOB"
"P2RX5",8.01526312153385e-133,4.36519795733003,0.399,0.027,2.68815894570002e-128,"2","P2RX5"
"CD19",7.18683374810706e-132,6.94691120092523,0.252,0.001,2.41032030244015e-127,"2","CD19"
"FCRL5",6.96328612008574e-128,6.2779545275343,0.252,0.002,2.33534689895436e-123,"2","FCRL5"
"CD72",9.08071670592891e-126,3.94747731718004,0.354,0.02,3.04549076883444e-121,"2","CD72"
"HLA-DMA",5.11132237154066e-122,1.99252378715598,0.661,0.117,1.71423529696731e-117,"2","HLA-DMA"
"LAPTM5",1.20130193377513e-120,1.99761346286296,0.952,0.484,4.02892642549504e-116,"2","LAPTM5"
"POU2F2",5.42047987067878e-120,3.50251083339834,0.396,0.032,1.81792053902825e-115,"2","POU2F2"
"EIF1AY",3.59555114507328e-118,2.79908163698624,0.571,0.094,1.20587594303468e-113,"2","EIF1AY"
"LY86",1.65276802696478e-117,4.43392732503853,0.291,0.011,5.54305340883447e-113,"2","LY86"
"CD55",1.32632245050519e-114,1.89514824031472,0.907,0.318,4.4482202345043e-110,"2","CD55"
"HVCN1",7.56200584444208e-112,4.54347335609904,0.291,0.013,2.53614552010898e-107,"2","HVCN1"
"CD79B",2.51482922513136e-102,3.60611108029161,0.36,0.034,8.43423425524557e-98,"2","CD79B"
"GRASP",4.14204517873726e-102,1.93249871945083,0.649,0.135,1.3891591120449e-97,"2","GRASP"
"VIM",5.26157488109887e-99,-2.9088848407479,0.673,0.906,1.76462698362294e-94,"2","VIM"
"STRBP",6.82638316370718e-96,3.71101052272419,0.318,0.025,2.28943238544412e-91,"2","STRBP"
"EZR",1.09426357000635e-94,1.87124350348034,0.916,0.453,3.6699411610873e-90,"2","EZR"
"BTK",4.52060303655186e-94,3.36556258856174,0.255,0.012,1.51611984639876e-89,"2","BTK"
"IFT57",2.86005648537631e-91,2.58456413970614,0.511,0.096,9.59205744065506e-87,"2","IFT57"
"RPS23",9.95819594753649e-91,1.00624624416168,0.982,0.913,3.33977975688479e-86,"2","RPS23"
"STAG3",2.15265650893253e-89,4.19353563435164,0.282,0.021,7.21957939965793e-85,"2","STAG3"
"RPL18A",8.83002956695372e-88,1.08872311022704,0.988,0.901,2.96141531616494e-83,"2","RPL18A"
"ANXA1",3.51365584621498e-86,-5.32046480342554,0.108,0.692,1.17840989770358e-81,"2","ANXA1"
"RPS11",8.03943774763773e-86,1.03151190477961,0.979,0.86,2.69626663180274e-81,"2","RPS11"
"SNX2",1.16926069588711e-85,2.19973211603552,0.562,0.129,3.92146652186618e-81,"2","SNX2"
"FCMR",5.03932876104099e-82,2.5723874820365,0.502,0.104,1.69009007987793e-77,"2","FCMR"
"S100A6",1.5462907515766e-78,-3.36545210456961,0.357,0.773,5.18594992263762e-74,"2","S100A6"
"RCSD1",2.06626026988313e-77,2.36746706701406,0.495,0.107,6.92982369313405e-73,"2","RCSD1"
"S100A4.1",2.89369279962671e-76,-3.98139982300584,0.189,0.701,9.70486691138808e-72,"2","S100A4"
"PHACTR1",3.10676042142908e-74,1.19277746515073,0.342,0.043,1.04194531013888e-69,"2","PHACTR1"
"TSPAN13",4.21065521004021e-74,1.62566808687641,0.309,0.034,1.41216954434328e-69,"2","TSPAN13"
"CHPT1",1.88967871326332e-73,2.32268111361573,0.498,0.114,6.33760446854252e-69,"2","CHPT1"
"RAB30",4.78870418885762e-73,3.17043927151817,0.27,0.026,1.60603561085907e-68,"2","RAB30"
"CD52.1",6.88140772075787e-72,1.33178982242942,0.925,0.417,2.30788652138777e-67,"2","CD52"
"SEL1L3",4.67692528325457e-71,3.07824380965775,0.336,0.048,1.56854720149792e-66,"2","SEL1L3"
"SWAP70",4.74292041523624e-70,1.81523904027868,0.375,0.059,1.59068064886193e-65,"2","SWAP70"
"RIC3",8.65725778353031e-70,3.46901814873795,0.258,0.025,2.9034711154404e-65,"2","RIC3"
"BIRC3",9.62927437284862e-69,1.76831868072005,0.751,0.288,3.22946603916597e-64,"2","BIRC3"
"BTG1",1.80649584077133e-68,1.1077400511127,0.994,0.768,6.0586257507789e-64,"2","BTG1"
"NFKBID",2.87824878888205e-67,2.34293514067439,0.465,0.106,9.65307078815263e-63,"2","NFKBID"
"IGLC2",3.32340587973934e-67,1.64316130236167,0.378,0.074,1.11460386394698e-62,"2","IGLC2"
"RPS5",6.1944634285472e-67,1.00986506753633,0.952,0.801,2.07749914466616e-62,"2","RPS5"
"DAPP1",1.5141448011734e-65,2.20294223962832,0.333,0.05,5.07813883417534e-61,"2","DAPP1"
"KDM4B",2.24039495541593e-65,2.77011191256096,0.312,0.045,7.51383660147394e-61,"2","KDM4B"
"ORAI2",3.56604973079769e-65,2.4903711488503,0.384,0.073,1.19598175871493e-60,"2","ORAI2"
"COBLL1",3.8622503670381e-64,2.43512140193013,0.285,0.036,1.29532152809724e-59,"2","COBLL1"
"SELL",5.26526647893035e-63,1.72909533544293,0.447,0.098,1.76586507170366e-58,"2","SELL"
"BASP1",3.08929266517273e-61,1.29635296496998,0.417,0.085,1.03608697404563e-56,"2","BASP1"
"FCGR2B",1.01182870379764e-59,1.61998506019642,0.255,0.029,3.39347110679653e-55,"2","FCGR2B"
"IL32.2",5.52700097227402e-59,-7.07621991381256,0.015,0.508,1.85364558608126e-54,"2","IL32"
"GAPDH",2.96582009358491e-58,-2.02147994082278,0.508,0.788,9.94676742986508e-54,"2","GAPDH"
"BACH2",3.02529459310468e-58,2.9486216045884,0.261,0.034,1.01462330063545e-53,"2","BACH2"
"NCF1",9.55759723708148e-58,1.9760908192062,0.399,0.087,3.20542696137239e-53,"2","NCF1"
"TPD52",1.48495479535912e-57,2.49959897754203,0.336,0.063,4.98024139267543e-53,"2","TPD52"
"PRKCB",8.71638684236499e-57,2.20021132623951,0.477,0.136,2.92330181919237e-52,"2","PRKCB"
"ISG20",2.7121843067866e-56,1.4052516846864,0.826,0.418,9.0961237281009e-52,"2","ISG20"
"YBX3.1",8.88479453941663e-56,1.80685482692784,0.652,0.273,2.97978239262955e-51,"2","YBX3"
"S100A11",2.24620015605773e-54,-3.98359077078855,0.117,0.564,7.53330608338642e-50,"2","S100A11"
"PRDM2",2.54114395047224e-54,1.75073355587468,0.571,0.186,8.52248858109381e-50,"2","PRDM2"
"TMEM156",7.84824575393914e-54,2.69293759598912,0.288,0.047,2.63214466095611e-49,"2","TMEM156"
"S100A10",8.76559312460786e-54,-2.95092412413247,0.27,0.662,2.93980462213098e-49,"2","S100A10"
"AC025164.1",1.24824499174911e-53,1.94329340412033,0.408,0.099,4.18636405332817e-49,"2","AC025164.1"
"ACTG1",2.70760412066675e-53,-1.5970672685649,0.718,0.86,9.08076269989216e-49,"2","ACTG1"
"TNFAIP3.1",2.87764017918573e-53,-3.54352177967838,0.195,0.609,9.6510296329531e-49,"2","TNFAIP3"
"PLPP5",1.12737837984141e-52,2.3129925128561,0.303,0.054,3.78100161031211e-48,"2","PLPP5"
"ST6GAL1",2.16353436615334e-52,2.29685228079021,0.318,0.06,7.25606155720507e-48,"2","ST6GAL1"
"MT2A.1",7.26839290136837e-52,-3.71801102904964,0.309,0.679,2.43767361126092e-47,"2","MT2A"
"SMCHD1.1",1.25343841727529e-51,1.23967519151635,0.823,0.405,4.20378176385787e-47,"2","SMCHD1"
"CD63.2",3.93231361647309e-51,-3.28801769390909,0.252,0.632,1.31881934069274e-46,"2","CD63"
"LIMD2",1.32650446329276e-49,1.38944190618751,0.643,0.258,4.44883066899126e-45,"2","LIMD2"
"SMAP2",2.78704903990182e-49,1.16627487607672,0.841,0.437,9.34720507002273e-45,"2","SMAP2"
"MTSS1",8.74334105981941e-49,2.39364213014935,0.312,0.063,2.93234172464223e-44,"2","MTSS1"
"LSM7",1.71936482357854e-48,1.67509536223958,0.604,0.252,5.7664057453177e-44,"2","LSM7"
"TMEM243",3.74579567040409e-48,1.50491645096681,0.583,0.215,1.25626495194013e-43,"2","TMEM243"
